"id","subjid","dob","age","sex","tot","expr","axcpt_status","exprnotes_axcpt","age_group","age_11","age_adult","acc_count_ax","acc_count_ay","acc_count_bx","acc_count_by","rt_count_ax","rt_count_ay","rt_count_bx","rt_count_by","rt_mean.ax","rt_mean.ay","rt_mean.bx","rt_mean.by","rt_var.ax","rt_var.ay","rt_var.bx","rt_var.by","zrt_mean.ax","zrt_mean.ay","zrt_mean.bx","zrt_mean.by","overall_acc","acc_outlier","acc_mean.ax","acc_mean.ay","acc_mean.bx","acc_mean.by","exclude_by60","exclude_acc60","mean_err.ax","mean_err.ay","mean_err.bx","mean_err.by","acc_var.ax","acc_var.ay","acc_var.bx","acc_var.by","PBI_rt","AY_BXdiff","PBI_zrt","PBIzrt_outlier","logrt_mean.ax","logrt_mean.ay","logrt_mean.bx","logrt_mean.by","PBI_logRT","PBI_error","dcon","dot","abias"
"SearchCosts-11_S011","SearchCosts-11_S011","11/21/07",11.9567053902497,1,10:30:00,"Ziwei",1,NA,"11",1,0,53,11,11,11,52,11,10,11,769.883623489808,752.099123868182,667.6334381104,640.630526976,32017.4394749313,16563.0245261903,57586.6451708629,40525.7171253242,0.167243774488884,0.0726024333921597,-0.376887062902152,-0.520584764701291,0.976744186046512,0,0.981132075471698,1,0.909090909090909,1,0,0,0.0277777777777778,0.0416666666666667,0.125,0.0416666666666667,0.0188679245283019,0,0.0909090909090909,0,0.0594940822094465,84.4656857577818,-1.47720079393478,0,6.62197055364561,6.60919790866613,6.45439550197002,6.41824955470631,0.0118499100385401,-0.5,3.41289021435971,"11/2/19",0.216429425644649
"SearchCosts-11_S013","SearchCosts-11_S013","10/5/08",11.1240113613531,1,12:00:00,"ziwei",1,NA,"11",1,0,51,12,11,11,51,10,11,11,417.914998297647,483.1080913544,241.400501944727,250.922636552273,9513.94477099691,6088.90515868061,830.493787228499,1286.17463120696,0.321487502578822,0.877859505553948,-1.18492551274669,-1.10366154971326,0.976470588235294,0,1,0.833333333333333,1,1,0,0,0.00961538461538462,0.192307692307692,0.0416666666666667,0.0416666666666667,0,0.151515151515152,0,0,0.333615904138599,241.707589409673,-6.71772508184493,1,6.00915168971882,6.16898429823899,5.4807261854644,5.51653321378181,0.0590794177878828,0.643835616438356,3.28970725390294,"11/17/19",0.338716030424885
"SearchCosts-11_S014","SearchCosts-11_S014","12/6/07",11.9759986848594,1,13:30:00,"ziwei",1,"may choose ""adult"" group when entering the subject information at the beginning, subject ID is correct","11",1,0,51,12,9,10,51,12,8,10,441.274516722706,537.818610668167,417.760014534,494.4853782654,12899.8986516782,7644.72796060351,29831.2192885366,12678.8810245448,-0.153470005010425,0.645284787632953,-0.348016564538576,0.286768532024481,0.98780487804878,0,1,1,0.888888888888889,1,0,0,0.00961538461538462,0.0384615384615385,0.15,0.0454545454545455,0,0,0.111111111111111,0,0.125639683609255,120.058596134167,3.34143132364395,0,6.06103231845563,6.27616067830234,5.96595016236797,6.17685021893416,0.0253396264722418,-0.591836734693878,2.86549397579882,"11/24/19",-5.55111512312578e-16
"SearchCosts-11_S015","SearchCosts-11_S015","9/6/08",11.2390861599722,2,10:30:00,"ziwei",1,NA,"11",1,0,52,12,11,12,52,11,10,12,492.810794940423,593.044909563818,373.834490776,427.620291709917,11125.8866461788,8734.1515650982,5126.27530020943,10848.1292393507,0.0888089145472945,0.959039887822161,-0.944141447299733,-0.477173987458812,0.977011494252874,0,1,0.916666666666667,0.909090909090909,1,0,0,0.00943396226415094,0.115384615384615,0.125,0.0384615384615385,0,0.0833333333333333,0.0909090909090909,0,0.226719504739448,219.210418787818,127.743660972898,1,6.178217598111,6.37369912003645,5.90739217404501,6.03258645145186,0.0379695040795089,-0.04,2.98003136307041,"11/30/19",0.130929749925416
"SearchCosts-11_S016","SearchCosts-11_S016","3/8/08",11.7376294591484,1,14:30:00,"ziwei",1,NA,"11",1,0,53,12,10,10,53,12,10,10,354.421219735792,445.017000039333,381.3876390457,264.1019821167,6740.19799976082,7831.80904517095,28629.2927208929,7755.99570640191,-0.0502082489511503,0.802123461618454,0.203493791269065,-0.899938225770113,1,0,1,1,1,1,0,0,0.00925925925925926,0.0384615384615385,0.0454545454545455,0.0454545454545455,0,0,0,0,0.0769954063472847,63.6293609936333,0.595285799473398,0,5.8470671261158,6.08240444071836,5.86460730455901,5.53629161733017,0.0182302604871418,-0.0833333333333333,3.28970725390294,"11/30/19",-5.55111512312578e-16
"SearchCosts-11_S017","SearchCosts-11_S017","2/18/08",11.8061263630884,2,16:15:00,"ZC",1,NA,"11",1,0,52,12,11,12,52,12,11,12,489.318114060596,646.635929743417,514.610637317909,444.175819556,13942.2143187234,29039.190545255,21644.4218510445,13418.7110809631,-0.133080551045721,0.988264025562227,0.0472018515557755,-0.454850001623565,1,0,1,1,1,1,0,0,0.00943396226415094,0.0384615384615385,0.0416666666666667,0.0384615384615385,0,0,0,0,0.113692730011348,132.025292425508,0.908829730464606,0,6.1675454505493,6.44092887015136,6.19679333863229,6.06419758947862,0.0193180010990738,-0.0399999999999999,3.28970725390294,"12/6/19",-5.55111512312578e-16
"SearchCosts-11_S018","SearchCosts-11_S018","6/6/08",11.6254086981935,1,12:30:00,"ziwei",1,NA,"11",1,0,50,11,11,10,48,10,10,10,650.667662421833,685.1768255234,470.8539009091,498.6424207687,28393.7428914154,22065.2729660565,102853.488514541,23676.8339080163,0.189222357974757,0.360524574586227,-0.703366541782685,-0.565425351082374,0.951219512195122,0,0.96,0.909090909090909,0.909090909090909,1,0,0,0.0490196078431373,0.125,0.125,0.0454545454545455,0.0391836734693878,0.0909090909090909,0.0909090909090909,0,0.185395526013135,214.3229246143,-3.10315310890535,0,6.44741207506381,6.50540599523423,5.98367179278533,6.17232403030017,0.0417752384366914,0,3.08586380737111,"1/18/20",0.207754167566616
"SearchCosts-11_S019","SearchCosts-11_S019","7/26/08",11.499374394944,2,15:30:00,"BV",1,NA,"11",1,0,51,12,12,12,51,12,12,12,539.206813363471,586.19022369375,594.699680805583,538.201808929417,13348.1946744995,23773.361883372,49201.3476701344,7646.94873967878,-0.102589924560682,0.241795009523437,0.304168702832408,-0.109956532972947,1,0,1,1,1,1,0,0,0.00961538461538462,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0,0,0,-0.00720596990406247,-8.5094571118334,-0.114245126365316,0,6.269325793889,6.34854989698492,6.32358739422984,6.27606297979854,0.00196987313042973,0,3.28970725390294,"1/22/20",-5.55111512312578e-16
"SearchCosts-11_S020","SearchCosts-11_S020","1/11/09",11.0362211628034,1,17:00:00,"sonali",1,NA,"11",1,0,53,11,8,9,53,10,8,9,477.847603132189,485.0050926207,244.202971458375,282.274325688556,7844.38132406147,2230.7866002893,427.588904265497,2294.69312233302,0.381664359769247,0.443091161548767,-1.62351392232438,-1.29677903385141,0.987654320987654,0,1,0.909090909090909,1,1,0,0,0.00925925925925926,0.125,0.0555555555555556,0.05,0,0.0909090909090909,0,0,0.330224161010118,240.802121162325,-1.75073300222986,0,6.151667091296,6.17996814844433,5.49490147299906,5.62995182458648,0.0586787431173529,0.384615384615385,3.28970725390294,"1/22/20",0.154837945416267
"SearchCosts-11_S021","SearchCosts-11_S021","6/20/08",11.6007498127751,1,16:00:00,"ziwei",1,NA,"11",1,0,53,12,9,7,51,11,8,7,363.552102855608,414.797284386273,299.9582886695,286.817720958286,5805.30196921898,2620.86271971282,8813.01820222862,3050.64383376018,0.0775243605868862,0.711919695699808,-0.709742224420005,-0.872417321038434,0.950617283950617,0,0.962264150943396,0.916666666666667,0.888888888888889,1,0,0,0.0462962962962963,0.115384615384615,0.15,0.0625,0.0370101596516691,0.0833333333333333,0.111111111111111,0,0.160668905631341,114.838995716773,652.895830731122,1,5.87643334692045,6.02113233094837,5.66597159482353,5.64432685425706,0.030389114222015,-0.130434782608696,2.99822742392074,"1/23/20",0.197296473986377
"SearchCosts-11_S022","SearchCosts-11_S022","5/3/08",11.7404834968126,1,10:30:00,"ziwei",1,NA,"11",1,0,51,12,12,12,51,12,10,12,375.080033844549,553.124924500917,421.9121932985,510.111669699,17980.625919859,11925.7293800112,41054.1661816072,65076.1667510683,-0.286615799265806,0.739974589471778,-0.0165858949983305,0.491964136573173,0.977011494252874,0,1,1,0.833333333333333,1,0,0,0.00961538461538462,0.0384615384615385,0.192307692307692,0.0384615384615385,0,0,0.151515151515152,0,0.134572037112345,131.212731202417,1.04585610785749,0,5.87760021564826,6.29933487788674,5.94752371577139,6.13988790016509,0.0287266452392556,-0.666666666666667,2.61227519305317,"1/26/20",-5.55111512312578e-16
"SearchCosts-11_S023","SearchCosts-11_S023","7/20/08",11.52677315652,1,13:30:00,"ZC",1,NA,"11",1,0,52,11,10,12,52,11,9,12,553.539239443211,611.782355742182,334.750572840444,433.564881484,33495.7964340873,8474.35261978915,6387.97427650248,40148.8456737474,0.178293818670518,0.493413761198726,-1.00544558997967,-0.470818302852995,0.988235294117647,0,1,1,0.9,1,0,0,0.00943396226415094,0.0416666666666667,0.136363636363636,0.0384615384615385,0,0,0.1,0,0.292680555040568,277.031782901737,-2.92727769433184,0,6.27549432155866,6.40682485654267,5.78652799393774,6.00396564501252,0.0508717225041586,-0.531914893617021,2.92640519249607,"1/26/20",-5.55111512312578e-16
"SearchCosts-11_S024","SearchCosts-11_S024","10/22/08",11.2774444261786,2,17:00:00,"sonali",1,NA,"11",1,0,53,12,11,10,53,12,11,10,452.936334430075,595.818877220167,361.749150536273,265.9590482712,5738.30353669971,12664.1387024721,49913.525174527,1912.93768998691,0.0974202876681776,1.13096187431254,-0.562182662299535,-1.2550808452869,1,0,1,1,1,1,0,0,0.00925925925925926,0.0384615384615385,0.0416666666666667,0.0454545454545455,0,0,0,0,0.244441877651569,234.069726683894,2.97680453302742,0,6.10209474346993,6.37354767862764,5.7676681734301,5.57186191695768,0.0499027043568172,-0.0399999999999999,3.28970725390294,"1/29/20",-5.55111512312578e-16
"SearchCosts-11_S025","SearchCosts-11_S025","10/22/08",11.2801843023362,2,17:25:00,"ziwei",1,NA,"11",1,0,53,12,3,4,52,11,3,4,323.479606555096,372.056939385091,229.024251302,454.0370106695,5802.05816534363,5565.17864092276,268.396936140999,93423.997986891,-0.106323037793065,0.361260545223366,-1.01550785448316,1.15036388280796,0.972222222222222,0,0.981132075471698,0.916666666666667,1,1,0,0,0.0277777777777778,0.115384615384615,0.125,0.1,0.0188679245283019,0.0833333333333333,0,0,0.237959015020236,143.032688083091,-2.10435469924084,0,5.75360313765571,5.90058729178562,5.43215784920923,5.9333464174869,0.041334154853787,-0.04,3.72256610519224,"1/30/20",0.347359175570066
"SearchCosts-11_S026","SearchCosts-11_S026","7/29/08",11.5212934042048,2,10:30:00,"ziwei",1,NA,"11",1,0,51,12,12,12,51,12,11,12,625.420935013706,726.14880402925,597.590446472455,519.879957040167,7855.15016735596,28626.2897034083,165685.929374213,20547.1996258107,0.0230961253633161,0.572907732934331,-0.128813428505939,-0.552987289597979,0.988505747126437,0,1,1,0.916666666666667,1,0,0,0.00961538461538462,0.0384615384615385,0.115384615384615,0.0384615384615385,0,0,0.0833333333333333,0,0.097117583774955,128.558357556795,1.58011745352933,0,6.42843692102045,6.56508641333681,6.23515311609791,6.21577944376885,0.0257755565026892,-0.5,3.02784775405211,"2/2/20",-5.55111512312578e-16
"SearchCosts-11_S027","SearchCosts-11_S027","7/17/08",11.554171918096,1,13:15:00,"ziwei",1,NA,"11",1,0,50,12,11,11,50,10,11,11,434.31738376618,503.0057668688,351.657108827182,305.066693912818,20466.1416449889,9256.49759909067,29712.7521119206,22403.1606030842,0.131593993486704,0.582405785194778,-0.410917344895789,-0.71669697567539,0.976190476190476,0,1,0.833333333333333,1,1,0,0,0.00980392156862745,0.192307692307692,0.0416666666666667,0.0416666666666667,0,0.151515151515152,0,0,0.177085798793319,151.348658041618,5.79236202952641,0,6.02203970303421,6.20140159659537,5.77239563178924,5.64284706211327,0.0358287314060361,0.643835616438356,3.28970725390294,"2/2/20",0.338716030424885
"SearchCosts-11_S028","SearchCosts-11_S028","7/4/08",11.5980099366175,2,14:30:00,"Sonali",1,NA,"11",1,0,53,10,11,11,51,9,10,11,394.598844004647,507.539007398889,307.0019721985,319.752476431909,9190.27578372139,4837.45940915326,2955.8658969863,8433.58735602177,0.0814682341270885,1.17295185588222,-0.765091112167148,-0.64186686561364,0.952941176470588,0,0.962264150943396,0.9,0.909090909090909,1,0,0,0.0462962962962963,0.136363636363636,0.125,0.0416666666666667,0.0370101596516691,0.1,0.0909090909090909,0,0.246196373446441,200.537035200389,4.75172714685985,0,5.94848317228277,6.2213203603035,5.71385980223875,5.7320477381781,0.042518047583176,0.0434782608695652,3.11276481119233,"2/5/20",0.248017754764396
"SearchCosts-11_S030","SearchCosts-11_S030","4/1/08",11.8665178000621,2,14:30:00,"ZC",1,NA,"11",1,0,52,12,9,12,52,12,9,12,526.774420188038,641.839385032583,335.25440428,310.968577861833,16956.187686176,10668.8619458032,4243.66695704116,4050.95940683491,0.223182815377179,0.967527856600495,-1.0157431629061,-1.17284601772203,1,0,1,1,1,1,0,0,0.00943396226415094,0.0384615384615385,0.05,0.0384615384615385,0,0,0,0,0.313772315519757,306.584980752583,-41.1336393247392,1,6.23720663664614,6.45189206854374,5.798098116133,5.72116230027681,0.0533709776542157,-0.130434782608696,3.28970725390294,"2/9/20",-5.55111512312578e-16
"SearchCosts-11_S033","SearchCosts-11_S033","11/23/08",11.2362321223081,1,14:40:00,"ziwei",1,NA,"11",1,0,52,12,10,8,52,11,10,8,385.565487238115,462.711832740182,261.7400646209,288.9871299265,7406.00086764022,6187.2798653364,456.590114028987,7307.62474926888,0.146109238980138,0.931653296379428,-1.11474536481057,-0.837301629879394,0.98780487804878,0,1,0.916666666666667,1,1,0,0,0.00943396226415094,0.115384615384615,0.0454545454545455,0.0555555555555556,0,0.0833333333333333,0,0,0.277412163390488,200.971768119282,-11.1768831862839,1,5.93305898272313,6.12556937009655,5.5644220265754,5.63302591705026,0.0480023743799249,0.434782608695652,3.28970725390294,"2/15/20",0.130929749925416
"SearchCosts-11_S034","SearchCosts-11_S034","12/4/08",11.2115732368897,4,16:15:00,"SK",1,NA,"11",1,0,53,11,11,9,51,7,11,9,509.627370273353,584.479025432286,398.098187013,394.105990727667,11730.9965413233,19671.8041486324,35583.8442422442,14372.5282231982,0.163783668148674,0.712541707685192,-0.653867402186495,-0.683135289480809,0.928571428571429,0,0.962264150943396,0.636363636363636,1,1,0,0,0.0462962962962963,0.375,0.0416666666666667,0.05,0.0370101596516691,0.254545454545455,0,0,0.189685691931986,186.380838419286,23.2880320995366,1,6.21212242529934,6.34798208520969,5.90610765833509,5.93892871722284,0.0360593431354105,0.8,3.42244070202486,"2/17/20",0.714415689778174
"SearchCosts-11_S035","SearchCosts-11_S035","2/1/09",11.0581401720642,1,11:15:00,"ziwei",1,NA,"11",1,0,51,11,11,11,51,11,9,11,518.797925874255,569.808158007545,409.243371751667,374.327464537182,21533.259686762,16535.4348020979,32926.5338147013,11294.0880441316,0.158907439774503,0.488930569386273,-0.549882450071198,-0.775779421918897,0.976190476190476,0,1,1,0.818181818181818,1,0,0,0.00961538461538462,0.0416666666666667,0.208333333333333,0.0416666666666667,0,0,0.163636363636364,0,0.164000342551294,160.564786255879,-17.0431659824796,1,6.21611078020285,6.32288569288997,5.92712785363366,5.8849790580107,0.0323067266622424,-0.666666666666667,2.55331149548886,"2/20/20",-5.55111512312578e-16
"SearchCosts-11_S036","SearchCosts-11_S036","9/22/08",11.4226578625313,1,16:15:00,"SK",1,NA,"11",1,0,52,12,12,11,50,12,12,11,568.14604759208,621.978580951667,708.508968353,532.056158239273,23487.7359991075,25685.7739117048,33976.4057893375,22878.5085058884,-0.138134418746374,0.188794748478107,0.714300529596836,-0.357311127234602,0.977011494252874,0,0.961538461538462,1,1,1,0,0,0.0471698113207547,0.0384615384615385,0.0384615384615385,0.0416666666666667,0.0377073906485671,0,0,0,-0.0650366006405362,-86.5303874013333,-0.581894063535476,0,6.31401007083013,6.40472489438632,6.52845416128925,6.24089782502458,-0.00956681001401881,0,3.41367866547018,"2/21/20",0.0619857057836166
"SearchCosts-11_S037","SearchCosts-11_S037","9/17/08",11.4527965002649,2,15:30:00,"ZC",1,NA,"11",1,0,52,11,5,6,50,11,5,6,550.13267040264,572.296836159545,544.4498062136,678.545395533167,40199.7554601711,32313.3814278158,270118.11254241,222786.452947786,-0.0539214744610567,0.033360977813131,-0.0763005853105609,0.451767648943535,0.972972972972973,0,0.961538461538462,1,1,1,0,0,0.0471698113207547,0.0416666666666667,0.0833333333333333,0.0714285714285714,0.0377073906485671,0,0,0,0.0249358528508929,27.8470299459455,-2.55385574100218,0,6.25804878872364,6.30624257056272,6.04612858399896,6.27635500941161,0.0210578182365978,-0.333333333333333,3.41367866547018,"2/27/20",0.0619857057836166
"SearchCosts-11_S038","SearchCosts-11_S038","9/25/08",11.4390971194769,2,15:30:00,"SK",1,NA,"11",1,0,54,11,9,10,54,11,9,10,569.683737224926,611.500544981636,431.863572862333,404.1386365892,37062.1045061063,34454.5150469053,42818.2671233348,49873.7486453477,0.141337653466774,0.345153490130407,-0.530400186305884,-0.665532000188731,1,0,1,1,1,1,0,0,0.00909090909090909,0.0416666666666667,0.05,0.0454545454545455,0,0,0,0,0.172170931554086,179.636972119303,-4.72641992819625,0,6.30208426877395,6.37667595435093,5.96884086086568,5.88499066855896,0.0330350765860659,-0.090909090909091,3.28970725390294,"3/1/20",-5.55111512312578e-16
"SearchCosts-11_S039","SearchCosts-11_S039","11/4/08",11.3403474162968,2,16:05:00,"ziwei",1,NA,"11",1,0,53,11,12,11,53,11,12,11,402.624602587755,518.693642182727,463.702062765917,322.607842358636,20922.7691427829,18404.3355940519,31767.9567764015,8259.9235318509,-0.0861567692534008,0.684102701055105,0.319166582165607,-0.617165447923927,1,0,1,1,1,1,0,0,0.00925925925925926,0.0416666666666667,0.0384615384615385,0.0416666666666667,0,0,0,0,0.0559770153104298,54.9915794168107,0.363746927163934,0,5.95006653728921,6.22216070372793,6.07022087636813,5.74065463999771,0.0123604873774681,0.0399999999999999,3.28970725390294,"3/5/20",-5.55111512312578e-16
"SearchCosts-11_S040","SearchCosts-11_S040","9/7/08",11.515699490383,2,16:30:00,"Sonali",1,NA,"11",1,0,53,12,10,12,53,12,9,12,497.897535000189,579.131225745,352.150334252111,287.828107675,12308.3928751877,4358.37876503457,16429.2796903148,2437.7360642865,0.245982555945593,0.84731433908282,-0.832909998480155,-1.30905479564907,0.988505747126437,0,1,1,0.9,1,0,0,0.00925925925925926,0.0384615384615385,0.136363636363636,0.0384615384615385,0,0,0.1,0,0.243729610080106,226.980891492889,116.64708464698,1,6.18819810916813,6.3552189673973,5.81127685514904,5.65100493710084,0.044708198661463,-0.56,2.92640519249607,"3/11/20",-5.55111512312578e-16
"SearchCosts-5_S001","SearchCosts-5_S001","7/14/14",5.03041262534933,2,14:00:00,"Sonali",1,NA,"5",0,0,37,14,13,11,37,14,13,11,782.306632480432,884.167603084286,875.973719816692,723.030610517364,66575.0809217151,28932.0987393914,103289.21366025,51307.7455321195,-0.104591623035861,0.296593062171501,0.264321030402633,-0.338053292118944,1,0,1,1,1,1,0,0,0.0131578947368421,0.0333333333333333,0.0357142857142857,0.0416666666666667,0,0,0,0,0.00465524169053007,8.19388326759338,0.0575347137754489,0,6.61159551260984,6.76826893881417,6.70433290501178,6.54297736080722,0.00474563373456257,-0.0344827586206896,3.28970725390294,"7/24/19",-5.55111512312578e-16
"SearchCosts-5_S002","SearchCosts-5_S002","6/11/14",5.12356841470766,1,14:30:00,"Sonali",0,NA,"5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/19",NA
